## object_type
# 1: Comida
# 2: Arma
# 3: Armadura
# 4: Arbol
# 5: Dinero
# 6: Puerta
# 7: Contenedor
# 8: Cartel
# 9: Llave
# 10: Foro
# 11: Pocion
# 12: Libro
# 13: Bebida
# 14: Leña
# 15: Fogata
# 16: Escudo
# 17: Casco
# 18: Anillo
# 19: Teletransporte
# 20: Mueble
# 21: Joya
# 22: Yacimiento
# 23: Metal
# 24: Pergamino
# 25: Aura
# 26: Instrumento musical
# 27: Yunque
# 28: Fragua
# 29: Gema
# 30: Flor
# 31: Barco
# 32: Flecha
# 33: Botella vacia
# 34: Botella llena
# 35: Mancha

## potion_type
# 1: Aumenta la agilidad
# 2: Aumenta la fuerza
# 3: Repone vida
# 4: Repone mana
# 5: Cura el envenenamiento

# TODO Claves no especificadas en el codigo: RazaEnanaAnim, IndexCerradaLlave, CantItems, NroItems, MinST, Real, Mujer, Upgrade, Caos, Log
# TODO Cuidado con las 'ñ'

[INIT]
object_count = 1052

#Arghal Central
[OBJ578]
name = Cartel
graphic_index = 877
big_graphic = 501
object_type = 8
pickupable = 0
text = Al este se encuentra el centro historico de Arghal.

#Arghal Central
[OBJ579]
name = Cartel
graphic_index = 878
big_graphic = 501
object_type = 8
pickupable = 0
text = El famoso espacio donde se congregan los mas grandes artistas y poetas de Argentum.

## Casas de Arkhein ##

# Casa 1 de Arkhein
[OBJ580]
name = Puerta de madera abierta
graphic_index = 5592
object_type = 6
pickupable = 0
key = 70
open_index = 580
closed_index = 581
IndexCerradaLlave = 582

[OBJ581]
name = Puerta de madera cerrada
graphic_index = 5593
object_type = 6
pickupable = 0
key = 70
open_index = 580
closed_index = 581
IndexCerradaLlave = 582

[OBJ582]
name = Puerta de madera cerrada
graphic_index = 5593
object_type = 6
pickupable = 0
locked = 1
key = 70
open_index = 580
closed_index = 581
IndexCerradaLlave = 582

[OBJ583]
name = Llave Arkhein Casa Nro 1
graphic_index = 509
object_type = 9
key = 70
value = 1700000
respawnable = 0

# Casa 2 de Arkhein
[OBJ584]
name = Puerta de madera abierta
graphic_index = 5592
object_type = 6
pickupable = 0
key = 71
open_index = 584
closed_index = 585
IndexCerradaLlave = 586

[OBJ585]
name = Puerta de madera cerrada
graphic_index = 5593
object_type = 6
pickupable = 0
key = 71
open_index = 584
closed_index = 585
IndexCerradaLlave = 586

[OBJ586]
name = Puerta de madera cerrada
graphic_index = 5593
object_type = 6
pickupable = 0
locked = 1
key = 71
open_index = 584
closed_index = 585
IndexCerradaLlave = 586

[OBJ587]
name = Llave Arkhein Casa Nro 2
graphic_index = 509
object_type = 9
key = 71
value = 1700000
respawnable = 0

# Casa 3 de Arkhein
[OBJ588]
name = Puerta de madera abierta
graphic_index = 5592
object_type = 6
pickupable = 0
key = 72
open_index = 588
closed_index = 589
IndexCerradaLlave = 590

[OBJ589]
name = Puerta de madera cerrada
graphic_index = 5593
object_type = 6
pickupable = 0
key = 72
open_index = 588
closed_index = 589
IndexCerradaLlave = 590

[OBJ590]
name = Puerta de madera cerrada
graphic_index = 5593
object_type = 6
pickupable = 0
locked = 1
key = 72
open_index = 588
closed_index = 589
IndexCerradaLlave = 590

[OBJ591]
name = Llave Arkhein Casa Nro 3
graphic_index = 509
object_type = 9
key = 72
value = 1700000
respawnable = 0

# Casa 4 de Arkhein
[OBJ592]
name = Puerta de madera abierta
graphic_index = 5592
object_type = 6
pickupable = 0
key = 73
open_index = 592
closed_index = 593
IndexCerradaLlave = 594

[OBJ593]
name = Puerta de madera cerrada
graphic_index = 5593
object_type = 6
pickupable = 0
key = 73
open_index = 592
closed_index = 593
IndexCerradaLlave = 594

[OBJ594]
name = Puerta de madera cerrada
graphic_index = 5593
object_type = 6
pickupable = 0
locked = 1
key = 73
open_index = 592
closed_index = 593
IndexCerradaLlave = 594

[OBJ595]
name = Llave Arkhein Casa Nro 4
graphic_index = 509
object_type = 9
key = 73
value = 1700000
respawnable = 0

# Casa 5 de Arkhein
[OBJ596]
name = Puerta de madera abierta
graphic_index = 5592
object_type = 6
pickupable = 0
key = 74
open_index = 596
closed_index = 597
IndexCerradaLlave = 598

[OBJ597]
name = Puerta de madera cerrada
graphic_index = 5593
object_type = 6
pickupable = 0
key = 74
open_index = 596
closed_index = 597
IndexCerradaLlave = 598

[OBJ598]
name = Puerta de madera cerrada
graphic_index = 5593
object_type = 6
pickupable = 0
locked = 1
key = 74
open_index = 596
closed_index = 597
IndexCerradaLlave = 598

[OBJ599]
name = Llave Arkhein Casa Nro 5
graphic_index = 509
object_type = 9
key = 74
value = 1700000
respawnable = 0

# Casa 6 de Arkhein
[OBJ600]
name = Puerta de madera abierta
graphic_index = 5592
object_type = 6
pickupable = 0
key = 75
open_index = 600
closed_index = 601
IndexCerradaLlave = 602

[OBJ601]
name = Puerta de madera cerrada
graphic_index = 5593
object_type = 6
pickupable = 0
key = 75
open_index = 600
closed_index = 601
IndexCerradaLlave = 602

[OBJ602]
name = Puerta de madera cerrada
graphic_index = 5593
object_type = 6
pickupable = 0
locked = 1
key = 75
open_index = 600
closed_index = 601
IndexCerradaLlave = 602

[OBJ603]
name = Llave Arkhein Casa Nro 6
graphic_index = 509
object_type = 9
key = 75
value = 1700000
respawnable = 0

# Casa 7 de Arkhein
[OBJ604]
name = Puerta de madera abierta
graphic_index = 5592
object_type = 6
pickupable = 0
key = 76
open_index = 604
closed_index = 605
IndexCerradaLlave = 606

[OBJ605]
name = Puerta de madera cerrada
graphic_index = 5593
object_type = 6
pickupable = 0
key = 76
open_index = 604
closed_index = 605
IndexCerradaLlave = 606

[OBJ606]
name = Puerta de madera cerrada
graphic_index = 5593
object_type = 6
pickupable = 0
locked = 1
key = 76
open_index = 604
closed_index = 605
IndexCerradaLlave = 606

[OBJ607]
name = Llave Arkhein Casa Nro 7
graphic_index = 509
object_type = 9
key = 76
value = 1700000
respawnable = 0

# Casa 8 de Arkhein
[OBJ608]
name = Puerta de madera abierta
graphic_index = 5592
object_type = 6
pickupable = 0
key = 77
open_index = 608
closed_index = 609
IndexCerradaLlave = 610

[OBJ609]
name = Puerta de madera cerrada
graphic_index = 5593
object_type = 6
pickupable = 0
key = 77
open_index = 608
closed_index = 609
IndexCerradaLlave = 610

[OBJ610]
name = Puerta de madera cerrada
graphic_index = 5593
object_type = 6
pickupable = 0
locked = 1
key = 77
open_index = 608
closed_index = 609
IndexCerradaLlave = 610

[OBJ611]
name = Llave Arkhein Casa Nro 8
graphic_index = 509
object_type = 9
key = 77
value = 1700000
respawnable = 0

[OBJ612]
name = Cerveza de los enanos
graphic_index = 20506
object_type = 13
thirst_points = 90
value = 90

[OBJ613]
name = Gema Sagrada
graphic_index = 700
object_type = 29
respawnable = 0

# Segunda Jerarquia
[OBJ614]
name = Tunica de Archimago
graphic_index = 806
object_type = 3
equipped_armor_graphic = 140
max_armor_defense = 40
min_armor_defense = 38
respawnable = 0
forbidden_archetype1 = PIRATA
forbidden_archetype2 = CAZADOR
forbidden_archetype3 = PALADIN
forbidden_archetype4 = CLERIGO
forbidden_archetype5 = ASESINO
forbidden_archetype6 = LADRON
forbidden_archetype7 = BANDIDO
forbidden_archetype8 = GUERRERO
forbidden_archetype9 = BARDO
forbidden_archetype10 = DRUIDA
forbidden_archetype11 = TRABAJADOR
droppable = 0

# Segunda Jerarquia
[OBJ615]
name = Tunica de Archimago (E/G)
graphic_index = 657
object_type = 3
equipped_armor_graphic = 135
dwarf = 1
max_armor_defense = 40
min_armor_defense = 38
respawnable = 0
forbidden_archetype1 = PIRATA
forbidden_archetype2 = CAZADOR
forbidden_archetype3 = PALADIN
forbidden_archetype4 = CLERIGO
forbidden_archetype5 = ASESINO
forbidden_archetype6 = LADRON
forbidden_archetype7 = BANDIDO
forbidden_archetype8 = GUERRERO
forbidden_archetype9 = BARDO
forbidden_archetype10 = DRUIDA
forbidden_archetype11 = TRABAJADOR
droppable = 0

# Segunda Jerarquia
[OBJ616]
name = Armadura de Guerrero Campeon
graphic_index = 756
object_type = 3
equipped_armor_graphic = 89
max_armor_defense = 85
min_armor_defense = 80
respawnable = 0
forbidden_archetype1 = GUERRERO
forbidden_archetype2 = DRUIDA
forbidden_archetype3 = LADRON
forbidden_archetype4 = BARDO
forbidden_archetype5 = CLERIGO
forbidden_archetype6 = PIRATA
forbidden_archetype7 = ASESINO
forbidden_archetype8 = TRABAJADOR
droppable = 0

# Segunda Jerarquia
[OBJ617]
name = Armadura de Guerrero Campeon (E/G)
graphic_index = 758
object_type = 3
equipped_armor_graphic = 91
dwarf = 1
max_armor_defense = 65
min_armor_defense = 60
value = 60000
respawnable = 0
forbidden_archetype1 = GUERRERO
forbidden_archetype2 = DRUIDA
forbidden_archetype3 = LADRON
forbidden_archetype4 = BARDO
forbidden_archetype5 = CLERIGO
forbidden_archetype6 = PIRATA
forbidden_archetype7 = ASESINO
forbidden_archetype8 = TRABAJADOR
droppable = 0

[OBJ618]
name = Monedas de Oro
graphic_index = 511
object_type = 29

[OBJ619]
name = Daga Envenenada
graphic_index = 510
object_type = 2
equipped_weapon_graphic = 12
min_hit = 2
max_hit = 3
stabbing = 1
Envenena = 1
value = 350
iron_ingot = 5
smithing_skill = 10

[OBJ620]
name = Lapida
graphic_index = 513
big_graphic = 514
object_type = 8
pickupable = 0
text = Aqui yace el cuerpo del Pollo Encantado.

[OBJ621]
name = Cartel
graphic_index = 500
big_graphic = 501
object_type = 8
pickupable = 0
text = Teleport a las Catacumbas.

[OBJ622]
name = Barrilito de cerveza
graphic_index = 20505
object_type = 13
thirst_points = 100
value = 100

[OBJ623]
name = Foro
forum_name = FOROGMS1
graphic_index = 529
object_type = 10
pickupable = 0

[OBJ624]
name = Foro
forum_name = FOROGMS2
graphic_index = 529
object_type = 10
pickupable = 0

[OBJ625]
name = Escudo AlejoLp
graphic_index = 560
object_type = 16
equipped_armor_graphic = 2
equipped_weapon_graphic = 1
max_armor_defense = 12
min_armor_defense = 10
value = 1750000
respawnable = 0
forbidden_archetype1 = MAGO
forbidden_archetype2 = DRUIDA
forbidden_archetype3 = LADRON
forbidden_archetype4 = BARDO
forbidden_archetype5 = PIRATA
forbidden_archetype6 = ASESINO
iron_ingot = 25000
smithing_skill = 6500

[OBJ626]
name = No ves nada interesante.
graphic_index = 145
big_graphic = 501
object_type = 12
pickupable = 0

[OBJ627]
name = No ves nada interesante.
graphic_index = 275
big_graphic = 501
object_type = 12
pickupable = 0

# Segunda Jerarquia
[OBJ628]
name = Tunica de Archimago Imperial
graphic_index = 687
object_type = 3
equipped_armor_graphic = 61
Real = 1
max_armor_defense = 35
min_armor_defense = 35
respawnable = 0
forbidden_archetype1 = PIRATA
forbidden_archetype2 = CAZADOR
forbidden_archetype3 = PALADIN
forbidden_archetype4 = CLERIGO
forbidden_archetype5 = ASESINO
forbidden_archetype6 = LADRON
forbidden_archetype7 = BANDIDO
forbidden_archetype8 = GUERRERO
forbidden_archetype9 = BARDO
forbidden_archetype10 = DRUIDA
forbidden_archetype11 = TRABAJADOR

[OBJ629]
name = Armadura Nobilisima
graphic_index = 688
object_type = 3
equipped_armor_graphic = 62
Real = 1
max_armor_defense = 25
min_armor_defense = 15
value = 11830
forbidden_archetype1 = CLERIGO
forbidden_archetype2 = BARDO
forbidden_archetype3 = DRUIDA
forbidden_archetype4 = MAGO
iron_ingot = 169
smithing_skill = 70

# Segunda Jerarquia
[OBJ630]
name = Tunica Celestial
graphic_index = 767
object_type = 3
equipped_armor_graphic = 101
Real = 1
max_armor_defense = 40
min_armor_defense = 40
respawnable = 0
forbidden_archetype1 = MAGO
forbidden_archetype2 = PIRATA
forbidden_archetype3 = CAZADOR
forbidden_archetype4 = PALADIN
forbidden_archetype5 = GUERRERO
forbidden_archetype6 = ASESINO
forbidden_archetype7 = LADRON
forbidden_archetype8 = BANDIDO
forbidden_archetype9 = TRABAJADOR

# La "Jennifer" segunda jerarquia
[OBJ631]
name = Armadura de Lider Imperial (H/E/EO-M)
graphic_index = 797
object_type = 3
equipped_armor_graphic = 131
Real = 1
max_armor_defense = 55
min_armor_defense = 55
respawnable = 0
forbidden_archetype1 = MAGO
forbidden_archetype2 = CAZADOR
forbidden_archetype3 = CLERIGO
forbidden_archetype4 = GUERRERO
forbidden_archetype5 = BARDO
forbidden_archetype6 = DRUIDA
forbidden_archetype7 = PIRATA

[OBJ632]
name = Armadura de Guerrero Real (E/G)
graphic_index = 776
object_type = 3
equipped_armor_graphic = 110
Real = 1
dwarf = 1
max_armor_defense = 55
min_armor_defense = 55
respawnable = 0
forbidden_archetype1 = MAGO
forbidden_archetype2 = CLERIGO
forbidden_archetype3 = BARDO
forbidden_archetype4 = DRUIDA
forbidden_archetype5 = PIRATA

# Segunda Jerarquia
[OBJ633]
name = Tunica Marron de Mago Imperial (E/G)
graphic_index = 802
object_type = 3
equipped_armor_graphic = 136
Real = 1
dwarf = 1
max_armor_defense = 35
min_armor_defense = 35
respawnable = 0
forbidden_archetype1 = GUERRERO
forbidden_archetype2 = PALADIN
forbidden_archetype3 = DRUIDA
forbidden_archetype4 = CAZADOR
forbidden_archetype5 = CLERIGO
forbidden_archetype6 = ASESINO
forbidden_archetype7 = PIRATA
forbidden_archetype8 = BANDIDO
forbidden_archetype9 = BARDO
forbidden_archetype10 = LADRON
forbidden_archetype11 = TRABAJADOR

## Caos ##

[OBJ634]
name = Tunica Egregia de Mago Oscuro
graphic_index = 692
object_type = 3
equipped_armor_graphic = 78
Caos = 1
max_armor_defense = 20
min_armor_defense = 15
value = 9500
forbidden_archetype1 = GUERRERO
forbidden_archetype2 = PALADIN
forbidden_archetype3 = DRUIDA
forbidden_archetype4 = CAZADOR
forbidden_archetype5 = CLERIGO
forbidden_archetype6 = ASESINO
forbidden_archetype7 = PIRATA
forbidden_archetype8 = BANDIDO
forbidden_archetype9 = BARDO
forbidden_archetype10 = LADRON
forbidden_archetype11 = TRABAJADOR

[OBJ635]
name = Armadura Lobrega (H/E/EO-M)
graphic_index = 770
object_type = 3
equipped_armor_graphic = 104
Caos = 1
Mujer = 1
max_armor_defense = 25
min_armor_defense = 15
value = 11830
forbidden_archetype1 = DRUIDA
forbidden_archetype2 = CLERIGO
forbidden_archetype3 = BARDO
forbidden_archetype4 = MAGO
forbidden_archetype5 = PIRATA
iron_ingot = 169
smithing_skill = 70

# Segunda Jerarquia
[OBJ636]
name = Tunica de Lider del Caos (E/G)
graphic_index = 657
object_type = 3
equipped_armor_graphic = 135
Caos = 1
dwarf = 1
max_armor_defense = 35
min_armor_defense = 35
respawnable = 0
forbidden_archetype1 = PIRATA
forbidden_archetype2 = CAZADOR
forbidden_archetype3 = PALADIN
forbidden_archetype4 = ASESINO
forbidden_archetype5 = LADRON
forbidden_archetype6 = BANDIDO
forbidden_archetype7 = GUERRERO
forbidden_archetype8 = TRABAJADOR

# Segunda Jerarquia
[OBJ637]
name = Tunica de lider del Caos
graphic_index = 806
object_type = 3
equipped_armor_graphic = 140
Caos = 1
max_armor_defense = 40
min_armor_defense = 40
respawnable = 0
forbidden_archetype1 = MAGO
forbidden_archetype2 = PIRATA
forbidden_archetype3 = CAZADOR
forbidden_archetype4 = PALADIN
forbidden_archetype5 = ASESINO
forbidden_archetype6 = LADRON
forbidden_archetype7 = BANDIDO
forbidden_archetype8 = GUERRERO
forbidden_archetype9 = TRABAJADOR

# Segunda Jerarquia
[OBJ638]
name = Armadura de Guardian del Demonio
graphic_index = 756
object_type = 3
equipped_armor_graphic = 89
Caos = 1
max_armor_defense = 55
min_armor_defense = 55
respawnable = 0
forbidden_archetype1 = MAGO
forbidden_archetype2 = CLERIGO
forbidden_archetype3 = BARDO
forbidden_archetype4 = DRUIDA
forbidden_archetype5 = PIRATA

# Segunda Jerarquia
[OBJ639]
name = Armadura de Guardian del Demonio (E/G)
graphic_index = 758
object_type = 3
equipped_armor_graphic = 91
Caos = 1
dwarf = 1
max_armor_defense = 55
min_armor_defense = 55
respawnable = 0
forbidden_archetype1 = MAGO
forbidden_archetype2 = CLERIGO
forbidden_archetype3 = BARDO
forbidden_archetype4 = DRUIDA
forbidden_archetype5 = PIRATA

# Segunda Jerarquia
[OBJ640]
name = Tunica de Archimago del Caos
graphic_index = 657
object_type = 3
equipped_armor_graphic = 50
Caos = 1
max_armor_defense = 55
min_armor_defense = 55
respawnable = 0
forbidden_archetype1 = PIRATA
forbidden_archetype2 = CAZADOR
forbidden_archetype3 = PALADIN
forbidden_archetype4 = CLERIGO
forbidden_archetype5 = ASESINO
forbidden_archetype6 = LADRON
forbidden_archetype7 = BANDIDO
forbidden_archetype8 = GUERRERO
forbidden_archetype9 = BARDO
forbidden_archetype10 = DRUIDA
forbidden_archetype11 = TRABAJADOR

[OBJ641]
name = Ropa de Pordiosero
graphic_index = 654
object_type = 3
equipped_armor_graphic = 47
max_armor_defense = 1
min_armor_defense = 1
value = 110

[OBJ642]
name = Tumba de Calixto
graphic_index = 513
big_graphic = 514
object_type = 8
pickupable = 0
text = Aqui descansa el alma pura de Calixto, diosa eterna de estas tierras.

[OBJ643]
name = Tumba de Lobonegro
graphic_index = 513
big_graphic = 514
object_type = 8
pickupable = 0
text = Aqui yace el caballero mas oscuro de la noche, el lobo mas fiero. El restaurador del orden.

[OBJ644]
name = Tumba de Almendra
graphic_index = 513
big_graphic = 514
object_type = 8
pickupable = 0
text = Aqui yacen los restos de la Gran Diosa Almendra, quien sera recordada por toda la eternidad por haber sido la unica Diosa con barba.

[OBJ645]
name = Pocion Negra
graphic_index = 53
object_type = 11
potion_type = 6
value = 1000

[OBJ646]
name = Tunica Real Pretoriana
graphic_index = 689
object_type = 3
equipped_armor_graphic = 63
value = 675000
respawnable = 0

[OBJ647]
name = Cartel
graphic_index = 500
big_graphic = 501
object_type = 8
pickupable = 0
text = Esta entrando en territorio del Imperio Pretoriano. Los visitantes NO son bienvenidos y seran atacados sin piedad.

[OBJ648]
name = Armadura de Cazador (E/G)
graphic_index = 1100
object_type = 3
equipped_armor_graphic = 155
dwarf = 1
max_armor_defense = 20
min_armor_defense = 10
value = 17000
forbidden_archetype1 = PIRATA
forbidden_archetype2 = MAGO
forbidden_archetype3 = PALADIN
forbidden_archetype4 = CLERIGO
forbidden_archetype5 = ASESINO
forbidden_archetype6 = LADRON
forbidden_archetype7 = BANDIDO
forbidden_archetype8 = GUERRERO
forbidden_archetype9 = BARDO
forbidden_archetype10 = DRUIDA
forbidden_archetype11 = TRABAJADOR

[OBJ649]
name = Cartel
graphic_index = 500
big_graphic = 501
object_type = 8
pickupable = 0
text = La reglamentacion del robo de NPCs no se aplica aqui. Es un lugar de entrenamiento comun y nadie puede proclamarse dueño de las criaturas.

[OBJ650]
name = Tunica Pretoriana
graphic_index = 657
object_type = 3
equipped_armor_graphic = 50
respawnable = 0
droppable = 0

[OBJ651]
name = Portal Magico
graphic_index = 308
big_graphic = 501
object_type = 30
pickupable = 0

[OBJ652]
name = Piedra de Arghal
graphic_index = 705
object_type = 29

[OBJ653]
name = Reja
graphic_index = 12402
object_type = 35
pickupable = 0

[OBJ654]
name = Reja
graphic_index = 12408
object_type = 35
pickupable = 0

[OBJ655]
name = Reja
graphic_index = 12410
object_type = 35
pickupable = 0

[OBJ656]
name = Tunica Pretoriana (E/G)
graphic_index = 657
equipped_armor_graphic = 135
object_type = 3
respawnable = 0
droppable = 0
dwarf = 1

[OBJ657]
name = Desaturdir
graphic_index = 609
object_type = 24
value = 50000
spell_index = 41

[OBJ658]
name = Vara de Fresno
graphic_index = 932
object_type = 2
equipped_weapon_graphic = 8
RazaEnanaAnim = 60
min_hit = 1
max_hit = 1
magic_power = 1
magical_weapon = 1
staff_damage_bonus = 22
value = 800
forbidden_archetype1 = PIRATA
forbidden_archetype2 = CAZADOR
forbidden_archetype3 = PALADIN
forbidden_archetype4 = CLERIGO
forbidden_archetype5 = ASESINO
forbidden_archetype6 = LADRON
forbidden_archetype7 = BANDIDO
forbidden_archetype8 = GUERRERO
forbidden_archetype9 = BARDO
forbidden_archetype10 = DRUIDA
forbidden_archetype11 = TRABAJADOR

[OBJ659]
name = Baston Nudoso
graphic_index = 959
object_type = 2
equipped_weapon_graphic = 9
RazaEnanaAnim = 61
min_hit = 1
max_hit = 1
magic_power = 2
magical_weapon = 1
staff_damage_bonus = 30
value = 2500
forbidden_archetype1 = PIRATA
forbidden_archetype2 = CAZADOR
forbidden_archetype3 = PALADIN
forbidden_archetype4 = CLERIGO
forbidden_archetype5 = ASESINO
forbidden_archetype6 = LADRON
forbidden_archetype7 = BANDIDO
forbidden_archetype8 = GUERRERO
forbidden_archetype9 = BARDO
forbidden_archetype10 = DRUIDA
forbidden_archetype11 = TRABAJADOR

[OBJ660]
name = Baculo Engarzado
respawnable = 0
graphic_index = 986
object_type = 2
equipped_weapon_graphic = 10
RazaEnanaAnim = 62
min_hit = 1
max_hit = 1
magic_power = 2
magical_weapon = 1
staff_damage_bonus = 34
value = 13000
forbidden_archetype1 = PIRATA
forbidden_archetype2 = CAZADOR
forbidden_archetype3 = PALADIN
forbidden_archetype4 = CLERIGO
forbidden_archetype5 = ASESINO
forbidden_archetype6 = LADRON
forbidden_archetype7 = BANDIDO
forbidden_archetype8 = GUERRERO
forbidden_archetype9 = BARDO
forbidden_archetype10 = DRUIDA
forbidden_archetype11 = TRABAJADOR
elven_wood = 2900
carpentry_skill = 85

[OBJ661]
name = Sombrero de Aprendiz
graphic_index = 1013
object_type = 17
equipped_armor_graphic = 2
equipped_weapon_graphic = 3
max_armor_defense = 1
min_armor_defense = 1
min_magic_defense = 4
max_magic_defense = 7
value = 6000
forbidden_archetype1 = PIRATA
forbidden_archetype2 = CAZADOR
forbidden_archetype3 = PALADIN
forbidden_archetype4 = CLERIGO
forbidden_archetype5 = ASESINO
forbidden_archetype6 = LADRON
forbidden_archetype7 = BANDIDO
forbidden_archetype8 = GUERRERO
forbidden_archetype9 = BARDO
forbidden_archetype10 = DRUIDA
forbidden_archetype11 = TRABAJADOR

[OBJ662]
name = Sombrero de Mago
graphic_index = 1018
object_type = 17
equipped_armor_graphic = 2
equipped_weapon_graphic = 4
max_armor_defense = 1
min_armor_defense = 1
min_magic_defense = 10
max_magic_defense = 15
value = 25000
forbidden_archetype1 = PIRATA
forbidden_archetype2 = CAZADOR
forbidden_archetype3 = PALADIN
forbidden_archetype4 = CLERIGO
forbidden_archetype5 = ASESINO
forbidden_archetype6 = LADRON
forbidden_archetype7 = BANDIDO
forbidden_archetype8 = GUERRERO
forbidden_archetype9 = BARDO
forbidden_archetype10 = DRUIDA
forbidden_archetype11 = TRABAJADOR

[OBJ663]
name = Arco Simple Reforzado
graphic_index = 1024
object_type = 2
equipped_weapon_graphic = 43
RazaEnanaAnim = 42
ranged_weapon = 1
ammo = 1
piercing_damage = 4
min_hit = 2
max_hit = 4
value = 438
respawnable = 0
forbidden_archetype1 = MAGO
forbidden_archetype2 = DRUIDA
wood = 175
carpentry_skill = 50

[OBJ664]
name = Arco Compuesto Reforzado
graphic_index = 1025
object_type = 2
equipped_weapon_graphic = 45
RazaEnanaAnim = 44
ranged_weapon = 1
ammo = 1
piercing_damage = 8
min_hit = 5
max_hit = 10
value = 1788
respawnable = 0
forbidden_archetype1 = PIRATA
forbidden_archetype2 = MAGO
forbidden_archetype3 = PALADIN
forbidden_archetype4 = CLERIGO
forbidden_archetype5 = ASESINO
forbidden_archetype6 = LADRON
forbidden_archetype7 = BARDO
forbidden_archetype8 = DRUIDA
forbidden_archetype9 = TRABAJADOR
wood = 650
carpentry_skill = 75

[OBJ665]
name = Arco de Cazador
graphic_index = 1023
object_type = 2
equipped_weapon_graphic = 47
RazaEnanaAnim = 46
ranged_weapon = 1
ammo = 1
piercing_damage = 12
min_hit = 6
max_hit = 11
value = 3000
respawnable = 0
forbidden_archetype1 = PIRATA
forbidden_archetype2 = MAGO
forbidden_archetype3 = PALADIN
forbidden_archetype4 = CLERIGO
forbidden_archetype5 = ASESINO
forbidden_archetype6 = LADRON
forbidden_archetype7 = BANDIDO
forbidden_archetype8 = GUERRERO
forbidden_archetype9 = BARDO
forbidden_archetype10 = DRUIDA
forbidden_archetype11 = TRABAJADOR
elven_wood = 500
carpentry_skill = 100

[OBJ666]
name = Objetos Voodoo Satanicos
graphic_index = 740
big_graphic = 740
object_type = 8
respawnable = 0
text = OAAAAAAAAAAAAAA! :-D

[OBJ667]
name = Cota de Mallas (E/G)
graphic_index = 1127
object_type = 3
equipped_armor_graphic = 156
dwarf = 1
max_armor_defense = 22
min_armor_defense = 12
value = 7350
forbidden_archetype1 = MAGO
forbidden_archetype2 = DRUIDA
forbidden_archetype3 = BARDO
iron_ingot = 105
smithing_skill = 65

[OBJ668]
name = Armadura de Cuero (E/G)
graphic_index = 1154
object_type = 3
equipped_armor_graphic = 157
dwarf = 1
max_armor_defense = 17
min_armor_defense = 10
value = 4700
forbidden_archetype1 = MAGO
forbidden_archetype2 = PIRATA

[OBJ669]
name = Ropa Real
graphic_index = 1181
object_type = 3
equipped_armor_graphic = 158
Real = 1
max_armor_defense = 20
min_armor_defense = 20
respawnable = 0
forbidden_archetype1 = GUERRERO
forbidden_archetype2 = DRUIDA
forbidden_archetype3 = ASESINO
forbidden_archetype4 = CAZADOR
forbidden_archetype5 = PALADIN
forbidden_archetype6 = CLERIGO
forbidden_archetype7 = BANDIDO
forbidden_archetype8 = PIRATA

[OBJ670]
name = Tunica de Mago (E/G)
graphic_index = 1208
object_type = 3
equipped_armor_graphic = 159
dwarf = 1
max_armor_defense = 12
min_armor_defense = 8
value = 3200

[OBJ671]
name = Tunica de Monje (E/G)
graphic_index = 1235
object_type = 3
equipped_armor_graphic = 160
dwarf = 1
max_armor_defense = 15
min_armor_defense = 6
value = 3400

[OBJ672]
name = Armadura de Elite (E/G)
graphic_index = 1262
object_type = 3
equipped_armor_graphic = 161
dwarf = 1
max_armor_defense = 35
min_armor_defense = 30
value = 21980
forbidden_archetype1 = GUERRERO
forbidden_archetype2 = MAGO
forbidden_archetype3 = DRUIDA
iron_ingot = 314
smithing_skill = 75

[OBJ673]
name = Mimetismo
graphic_index = 609
object_type = 24
value = 400000
spell_index = 42

[OBJ674]
name = Sangre de Liche
graphic_index = 264
object_type = 35
pickupable = 0

[OBJ675]
name = Vestimenta Imperial
graphic_index = 4924
object_type = 3
equipped_armor_graphic = 174
Real = 1
max_armor_defense = 3
min_armor_defense = 1
value = 175

[OBJ676]
name = Vestimenta Imperial (E/G)
graphic_index = 4925
object_type = 3
equipped_armor_graphic = 175
Real = 1
dwarf = 1
max_armor_defense = 3
min_armor_defense = 1
value = 175

[OBJ677]
name = Vestimenta Legionaria
graphic_index = 4926
object_type = 3
equipped_armor_graphic = 176
Caos = 1
max_armor_defense = 3
min_armor_defense = 1
value = 175

[OBJ678]
name = Vestimenta Legionaria (E/G)
graphic_index = 4927
object_type = 3
equipped_armor_graphic = 177
Caos = 1
dwarf = 1
max_armor_defense = 3
min_armor_defense = 1
value = 175

[OBJ679]
name = Tunica Conspicua de Mago Imperial
graphic_index = 1181
object_type = 3
equipped_armor_graphic = 173
Real = 1
max_armor_defense = 20
min_armor_defense = 15
value = 9500
forbidden_archetype1 = GUERRERO
forbidden_archetype2 = PALADIN
forbidden_archetype3 = DRUIDA
forbidden_archetype4 = CAZADOR
forbidden_archetype5 = CLERIGO
forbidden_archetype6 = ASESINO
forbidden_archetype7 = PIRATA
forbidden_archetype8 = BANDIDO
forbidden_archetype9 = BARDO
forbidden_archetype10 = LADRON
forbidden_archetype11 = TRABAJADOR

[OBJ680]
name = Armadura de Gran Sacerdote Imperial
graphic_index = 4922
